Customer Name,Product Category,Region,Sales
Kara Foster,Office Supplies,Central,634.56
Kara Foster,Technology,Central,265.03
Kara Gregory,Furniture,Central,4756.68
Kara Gregory,Office Supplies,Central,38412.94
Kara Gregory,Technology,Central,4801.52
Kara Kang,Office Supplies,East,59.76
Kara Pace,Office Supplies,East,90.39
Kara Patton,Furniture,Central,4986.5
Kara Patton,Office Supplies,Central,540.25
Kara Patton,Technology,Central,6781.55
Kara Payne,Office Supplies,East,33.53
Kara Payne,Technology,East,300.78
Kara Tyler,Office Supplies,South,1859.64
Kara Wang,Furniture,Central,3167.58
Kara Wang,Office Supplies,Central,887.54
Kara Wang,Technology,Central,473.64
Karen Hendricks,Office Supplies,East,39.26
Karen Lin,Office Supplies,East,458.05
Karen Mayo,Office Supplies,East,36.16
Karen O'Donnell,Furniture,East,473.09
Karen O'Donnell,Office Supplies,East,487.33
Karen O'Donnell,Technology,East,2693.94
Karen Stout,Technology,East,393.66
Karen Warren,Office Supplies,Central,454.11
Karen Warren,Technology,Central,744.84
Karl Goodwin,Technology,South,283.97
Karl Holloway,Technology,East,4729.71
Karl Knowles,Office Supplies,Central,9351.78
Karl Nichols,Office Supplies,East,98.53
Kate Foley,Office Supplies,East,36.13
Kate Glover,Office Supplies,West,833.09
Kate Glover,Technology,West,4663.25
Kate Lehman,Furniture,East,4368.37
Kate Lehman,Office Supplies,East,131.05
Kate Lehman,Technology,East,347.77
Kate McKenna,Furniture,East,482.73
Kate McKenna,Office Supplies,East,3359.91
Kate Peck,Furniture,Central,2148.28
Kate Peck,Office Supplies,Central,348.24
Katharine Bass,Furniture,West,45.77
Katharine Bass,Office Supplies,West,233.1
Katharine Bass,Technology,West,2543.15
Katharine Hudson,Furniture,South,223.01
Katharine Hudson,Office Supplies,South,1304.14
Katharine Hudson,Technology,South,214.6
Katharine Lewis,Technology,South,239.35
Katherine Kearney,Furniture,West,1542.13
Katherine Kearney,Office Supplies,West,858.55
Katherine Knight,Office Supplies,East,3814.7
Katherine Knight,Technology,East,1650.41
Katherine Mills,Furniture,South,202.57
Katherine Mills,Office Supplies,South,39.97
Katherine Stokes,Technology,East,726.85
Katherine W Epstein,Office Supplies,South,240.68
Katherine W Epstein,Technology,South,1781.03
Kathleen Huang Hall,Office Supplies,East,597.6
Kathleen Huang Hall,Technology,East,3635.94
Kathleen McKinney McIntosh,Office Supplies,Central,640.51
Kathleen P Bloom,Office Supplies,West,107.9
Kathleen P Bloom,Technology,West,495.82
Kathleen Powers,Furniture,East,30.96
Kathleen Powers,Technology,East,383.64
Kathleen S Erickson,Office Supplies,East,8.84
Kathleen S Erickson,Technology,East,2092.27
Kathryn Cho,Office Supplies,South,125.5
Kathryn Cho,Technology,South,2921.58
Kathryn Jenkins,Furniture,East,12809.74
Kathryn Jenkins,Office Supplies,East,33.36
Kathryn Jenkins,Technology,East,427.19
Kathryn Norton,Office Supplies,East,32.62
Kathryn Patrick,Technology,East,578.24
Kathryn Tate,Furniture,Central,1619.59
Kathryn Tate,Office Supplies,Central,2648.63
Kathryn Tate,Technology,Central,28.95
Kathryn Wolfe,Furniture,East,2444.63
Kathryn Wolfe,Office Supplies,East,825.73
Kathryn Wolfe,Technology,East,87.31
Kathy Cooke,Office Supplies,South,221.76
Kathy Freedman,Furniture,East,1767.77
Kathy Freedman,Office Supplies,East,2950.76
Kathy Hale,Technology,East,567.19
Kathy Hinton,Office Supplies,East,47.04
Kathy Hinton,Technology,East,4115.56
Kathy Norman,Furniture,South,592.79
Kathy Norman,Office Supplies,South,820.69
Kathy Norman,Technology,South,1134.44
Kathy Reese,Furniture,East,844.95
Kathy Shah,Furniture,South,974.14
Kathy Shah,Office Supplies,South,127.53
Kathy Turner,Office Supplies,East,339.36
Kathy Turner,Technology,East,228.2
Katie Blum,Office Supplies,East,589.97
Katie Dougherty,Furniture,West,7867.42
Katie Dougherty,Office Supplies,West,7057.57
Katie Mayo,Office Supplies,East,776.26
Katie Oh,Office Supplies,East,3.86
Katie Watson,Office Supplies,West,340.42
Katie Wood,Furniture,East,488.98
Kay Abbott,Office Supplies,South,155.51
Kay Hendricks,Office Supplies,East,151.08
Kay Ivey Orr,Office Supplies,West,1476
Kay Schultz,Furniture,Central,12.76
Kay Schultz,Office Supplies,Central,19.23
Kay Schultz,Technology,Central,464.86
Keith Forbes,Furniture,West,7.8
Keith Forbes,Office Supplies,West,1135.09
Keith Fowler,Furniture,Central,410.69
Keith Fowler,Office Supplies,Central,2705.64
Keith Fowler,Technology,Central,1968.39
Keith Hobbs,Furniture,South,7767.97
Keith Hobbs,Office Supplies,South,97.65
Keith Liu Duncan,Office Supplies,Central,1765.12
Keith Liu Duncan,Technology,Central,1735.71
Keith Marsh,Furniture,West,12428
Keith Marsh,Office Supplies,West,15616.26
Keith Marsh,Technology,West,1202.04
Keith Pittman,Furniture,Central,409.2
Keith Pittman,Office Supplies,Central,1284.66
Keith R Atkinson,Furniture,West,88.78
Keith R Atkinson,Office Supplies,West,236.09
Keith R Atkinson,Technology,West,1341.48
Keith Zhou,Furniture,East,1640.59
Kelly Beatty,Technology,West,2106.63
Kelly Burnette,Furniture,Central,59.28
Kelly Burnette,Office Supplies,Central,1756.11
Kelly Burnette,Technology,Central,809.26
Kelly Byers,Furniture,West,1072.17
Kelly Byers,Office Supplies,West,3489.11
Kelly Byers,Technology,West,8201.33
Kelly Collins,Office Supplies,Central,73.35
Kelly Collins,Technology,Central,153.61
Kelly O'Connor,Furniture,West,2437.28
Kelly O'Connor,Office Supplies,West,224.43
Kelly O'Connor,Technology,West,16.72
Kelly Sawyer,Office Supplies,South,484.86
Kelly Shaw,Furniture,West,208.2
Kelly Shaw,Office Supplies,West,35.17
Kelly Shaw,Technology,West,656.63
Ken Cash,Office Supplies,East,66.74
Ken H Frazier,Office Supplies,South,196.01
Ken H Frazier,Technology,South,848.43
Ken Watson,Furniture,South,602.6
Ken Watson,Office Supplies,South,1545.25
Ken Woodward,Technology,South,2469.01
Kenneth Capps,Furniture,South,709.7
Kenneth Pollock,Furniture,South,183.44
Kenneth Pollock,Office Supplies,South,21.77
Kenneth Pollock,Technology,South,290.98
Kent Burton,Furniture,East,3182.24
Kent Burton,Office Supplies,East,7.38
Kent Burton,Technology,East,122.09
Kent Gill,Furniture,South,4572.61
Kent Gill,Office Supplies,South,263.32
Kent Hardy,Office Supplies,West,1243.15
Kent Hardy,Technology,West,1677.05
Kent Hoover,Technology,East,1305.9
Kent Kerr,Furniture,South,667.84
Kent Kerr,Office Supplies,South,5.5
Kent Kerr,Technology,South,3375.14
Kent Medlin,Technology,Central,2280.11
Kent Young,Furniture,Central,125.35
Kerry Beach,Furniture,East,2130.41
Kerry Beach,Office Supplies,East,1164.35
Kerry Beach,Technology,East,632.12
Kerry Clapp,Furniture,West,565.68
Kerry Elliott Parrish,Office Supplies,East,3447.95
Kerry Green,Office Supplies,Central,272.86
Kerry Green,Technology,Central,206.99
Kerry Hardy,Furniture,South,237.83
Kerry Jernigan,Furniture,West,3009.64
Kerry Jernigan,Office Supplies,West,909.39
Kerry O'Brien,Furniture,West,955.12
Kerry Small,Office Supplies,Central,205.78
Kerry Small,Technology,Central,684.81
Kerry Wilkerson,Furniture,West,528.08
Kerry Wilkerson,Office Supplies,West,939.02
Kerry Wilkerson,Technology,West,7321.27
Kevin Daly,Furniture,West,1786.84
Kevin Daly,Office Supplies,West,99.56
Kevin Daly,Technology,West,232.22
Kevin Marks,Technology,East,71.41
Kevin Melvin,Technology,East,129.73
Kevin Randall Briggs,Furniture,South,350.76
Kevin Randall Briggs,Office Supplies,South,693.65
Kevin Roth,Office Supplies,Central,38.82
Kevin Rouse,Furniture,South,21.15
Kevin Rouse,Office Supplies,South,522.82
Kevin Schmidt,Office Supplies,East,190.8
Kevin Smith,Furniture,Central,88.85
Kevin Smith,Office Supplies,Central,1740.65
Kevin Wolfe,Furniture,South,35.38
Kevin Wolfe,Office Supplies,South,732.82
Kim Byrd,Furniture,West,587.74
Kim Byrd,Office Supplies,West,88.39
Kim Byrd,Technology,West,3825.47
Kim Ellington,Furniture,South,1858.7
Kim Ellington,Office Supplies,South,73.48
Kim Ellington,Technology,South,47.2
Kim McCarthy,Furniture,Central,441.43
Kim McCarthy,Office Supplies,Central,188.65
Kim McCarthy,Technology,Central,2979.34
Kim Reese,Furniture,West,390.85
Kim Reese,Office Supplies,West,208.98
Kim Reese,Technology,West,2076.86
Kim Weiss,Furniture,South,45692.53
Kim Weiss,Office Supplies,South,13254.88
Kimberly Epstein,Office Supplies,East,120.64
Kimberly Matthews,Office Supplies,South,37.52
Kimberly McCarthy,Furniture,West,384.49
Kimberly McCarthy,Office Supplies,West,51.02
Kimberly Melvin,Office Supplies,Central,1537.45
Kimberly Reilly,Office Supplies,Central,2059.98
Kimberly Reilly,Technology,Central,246.44
Kristen Callahan,Furniture,West,1433.08
Kristen Callahan,Technology,West,452.51
Kristen Hinton,Office Supplies,East,126.47
Kristen Wells,Office Supplies,East,40.4
Kristin Dorsey,Office Supplies,Central,389.24
Kristin Dorsey,Technology,Central,319.39
Kristin George,Furniture,East,6963.67
Kristin George,Office Supplies,East,62.77
Kristin Hodge,Furniture,East,468.18
Kristin Hodge,Office Supplies,East,757.89
Kristin Hodge,Technology,East,274.01
Kristin Hunt,Office Supplies,Central,362.33
Kristin Hunt,Technology,Central,2414.63
Kristin Richmond,Technology,East,441.73
Kristin Simpson,Office Supplies,East,86.21
Kristin Simpson,Technology,East,512.96
Kristin Snyder,Office Supplies,Central,531.67
Kristin Snyder,Technology,Central,176.21
Kristina Collier,Office Supplies,Central,72.54
Kristina Collier,Technology,Central,1145.72
Kristina Grimes,Furniture,East,67.83
Kristina Sanders,Furniture,West,3603.22
Kristina Sanders,Office Supplies,West,450.86
Kristina Sanders,Technology,West,1069.81
Kristina Stewart Weber,Office Supplies,East,19.01
Kristine Connolly,Furniture,West,29900.02
Kristine Connolly,Office Supplies,West,2384.97
Kristine Connolly,Technology,West,49011.4
Kristine Holden,Furniture,South,684.43
Kristine Holden,Office Supplies,South,486.05
Kristine Holden,Technology,South,4584.58
Kristine Powell,Office Supplies,East,9.55
Kristine Singleton,Furniture,Central,153.87
Kristine Singleton,Office Supplies,Central,109.45
Kristine Singleton,Technology,Central,2845.36
Kurt O'Connor,Office Supplies,Central,55.97
Kurt Perez,Office Supplies,Central,340.12
Kyle Bloom,Furniture,South,122.4
Kyle Bloom,Technology,South,7645.15
Kyle Fink,Furniture,South,1224.1
Kyle Fink,Office Supplies,South,394.5
Kyle Fink,Technology,South,6355.69
Kyle Goodman,Technology,East,3356.02
Kyle Hoffman,Office Supplies,South,51.19
Kyle Kaufman,Office Supplies,East,21.46
Kyle Kaufman,Technology,East,712.7
Kyle Pritchard,Technology,East,431.7
Kyle Sullivan,Office Supplies,East,20.17
Larry Arnold,Furniture,West,2763.08
Larry Arnold,Office Supplies,West,222.73
Larry Brock,Furniture,South,475.21
Larry Brock,Office Supplies,South,151.99
Larry Church,Furniture,Central,162.88
Larry Church,Office Supplies,Central,693.8
Larry Church,Technology,Central,2685.08
Larry Garrison,Technology,East,355.81
Larry Hahn,Furniture,South,319.98
Larry Hall,Furniture,South,4982.25
Larry Hall,Office Supplies,South,4215.17
Larry Hall,Technology,South,187.42
Larry Langston,Office Supplies,South,602.54
Larry Langston,Technology,South,117.13
Larry Neal,Office Supplies,West,1314.99
Larry Neal,Technology,West,715.93
Larry Spencer,Office Supplies,East,16.71
Larry W Lehman,Office Supplies,East,10.08
Laura A Whitaker,Office Supplies,East,483.15
Laura Carver Branch,Furniture,East,1243.87
Laura Carver Branch,Technology,East,228.36
Laura Lyon,Office Supplies,East,543.2
Laura Mayo Cox,Office Supplies,Central,794.81
Laura Mayo Cox,Technology,Central,282.24
Lauren Bolton,Office Supplies,East,40.47
Lauren Lanier,Office Supplies,East,825.24
Lauren West,Furniture,West,7549.66
Lauren West,Office Supplies,West,500.29
Laurence Cummings,Furniture,South,195.95
Laurence Cummings,Office Supplies,South,1769.29
Laurence Flowers,Office Supplies,South,360.13
Laurence Flowers,Technology,South,704.3
Laurence Greer,Furniture,West,1343.14
Laurence Greer,Office Supplies,West,51.71
Laurence Greer,Technology,West,561.76
Laurence Hull,Office Supplies,Central,44.75
Laurence Hull,Technology,Central,1521.2
Laurence Martinez Rodriguez,Technology,East,722.24
Laurence Poe,Furniture,West,2889.91
Laurence Poe,Office Supplies,West,395.45
Laurence Poe,Technology,West,253.78
Laurence Simon,Furniture,Central,780.17
Laurence Simon,Office Supplies,Central,2622.99
Laurence Simon,Technology,Central,281.88
Laurie Boyd,Office Supplies,East,38.51
Laurie Case Daniel,Office Supplies,East,931.87
Laurie Hanna,Furniture,West,3031.7
Laurie Hanna,Office Supplies,West,1009.46
Laurie Howe,Furniture,Central,9893.43
Laurie Howe,Office Supplies,Central,140.02
Laurie Moon,Furniture,East,1975.41
Laurie Moon,Office Supplies,East,2184.77
Laurie Moon,Technology,East,155.17
Laurie Petty,Furniture,South,511.57
Laurie Petty,Office Supplies,South,49.68
Laurie Petty,Technology,South,515.37
Lawrence Dennis,Office Supplies,West,1788.14
Lawrence Dennis,Technology,West,8808.9
Lawrence Haas,Office Supplies,South,83.14
Lawrence Hester,Office Supplies,South,150.99
Lawrence Hester,Technology,South,1270.7
Lawrence Koch,Furniture,Central,1087.32
Lawrence Koch,Office Supplies,Central,120.53
Lawrence Norris,Office Supplies,West,463.68
Lawrence Norris,Technology,West,284.65
Leah Clapp,Furniture,West,7050.19
Leah Clapp,Office Supplies,West,192.33
Leah Clapp,Technology,West,200.68
Leah Davenport,Furniture,West,8027.28
Leah Davenport,Office Supplies,West,342.86
Leah Huff,Office Supplies,Central,233.9
Leah Huff,Technology,Central,94.34
Leah MacDonald,Furniture,East,1483.07
Leah MacDonald,Office Supplies,East,324.5
Leah MacDonald,Technology,East,284.88
Leah Phillips,Office Supplies,East,431.3
Leah Pollock,Office Supplies,East,21.41
Lee Fields,Office Supplies,East,1461.19
Lee Fields,Technology,East,2375.5
Lee Finch,Technology,East,70.07
Lee Hancock,Furniture,East,3596.03
Lee McKenna Gregory,Furniture,South,958.46
Lee McKenna Gregory,Office Supplies,South,539.74
Lee McKenna Gregory,Technology,South,30.86
Lee Perkins,Office Supplies,East,73.5
Lee Xu,Office Supplies,South,740.56
Lee Xu,Technology,South,22211.72
Leigh Burnette Hurley,Furniture,Central,33317.02
Leigh Burnette Hurley,Office Supplies,Central,7771.17
Leigh Burnette Hurley,Technology,Central,42563.51
Leigh Ivey,Office Supplies,East,24.27
Leigh Wyatt,Office Supplies,East,103.34
Leo E Underwood,Office Supplies,East,190.85
Leo J Olson,Furniture,East,741.3
Leo J Olson,Office Supplies,East,48.91
Leo J Olson,Technology,East,203.29
Leo Jennings,Office Supplies,East,139.7
Leo Kane,Furniture,Central,392.45
Leo Kane,Technology,Central,34.32
Leo Riley,Furniture,Central,8973.4
Leo Riley,Office Supplies,Central,33.37
Leo Riley,Technology,Central,417.78
Leo Wright,Office Supplies,Central,35.22
Leon Doyle,Office Supplies,Central,602.05
Leon Doyle,Technology,Central,225.04
Leon Gill,Office Supplies,East,232.95
Leon Peele,Office Supplies,East,666.82
Leon Peele,Technology,East,3188.18
Leonard Daly,Office Supplies,West,400.5
Leonard Daly,Technology,West,5196.62
Leonard Strauss,Furniture,West,130.6
Leonard Strauss,Office Supplies,West,241.42
Leroy Blanchard,Furniture,Central,2095.83
Leroy Blanchard,Office Supplies,Central,13923.84
Leroy Blanchard,Technology,Central,606.56
Leroy Boswell,Furniture,West,2463.01
Leroy Boswell,Office Supplies,West,12.3
Leroy Boswell,Technology,West,600.03
Leroy Field,Furniture,West,1702.89
Leroy Field,Office Supplies,West,291.59
Leroy Field,Technology,West,6598.6
LeRoy Khan,Office Supplies,Central,201.24
LeRoy Khan,Technology,Central,214.49
LeRoy Welch,Office Supplies,South,53.11
Leslie Duffy,Furniture,West,90.36
Leslie Duffy,Office Supplies,West,5874.64
Leslie Duffy,Technology,West,702.67
Leslie Hawley,Furniture,Central,1887.63
Leslie Hawley,Office Supplies,Central,78.36
Leslie Hawley,Technology,Central,1270
Leslie Jacobson,Office Supplies,West,416.75
Leslie Jacobson,Technology,West,185.46
Leslie Patton Combs,Office Supplies,East,17.15
Leslie Rowland,Furniture,West,2839.31
Leslie Rowland,Office Supplies,West,206.69
Leslie Rowland,Technology,West,862.01
Leslie Shannon,Furniture,West,45.56
Leslie Shannon,Office Supplies,West,809.02
Leslie Woodard,Office Supplies,South,2294.19
Leslie Woodard,Technology,South,1234.55
Lester Cho,Office Supplies,West,658.9
Lester Cho,Technology,West,2760.4
Lester Copeland,Office Supplies,South,212.89
Lester Erickson Frederick,Furniture,South,607.27
Lester Erickson Frederick,Office Supplies,South,201.28
Lester Sawyer,Office Supplies,South,2718.98
Lester Sawyer,Technology,South,344.16
Lester Stuart,Office Supplies,Central,789.31
Lester Stuart,Technology,Central,14165.68
Lester Sykes,Office Supplies,East,6.74
Lester Wilcox,Furniture,West,409.73
Lester Wilcox,Office Supplies,West,69.16
Lester Wilcox,Technology,West,3197.22
Lester Woodward Maynard,Office Supplies,East,996.53
Lewis Baldwin,Furniture,South,1429.81
Lewis Baldwin,Office Supplies,South,74.96
Lewis Baldwin,Technology,South,264.86
Lewis Herman,Furniture,East,1305.9
Lewis House Stokes,Office Supplies,Central,73.05
Lewis House Stokes,Technology,Central,5894.64
Lewis Khan,Furniture,West,658.18
Lewis Khan,Office Supplies,West,62.27
Lewis Khan,Technology,West,3400.48
Lillian Andrews,Technology,East,511.1
Lillian Baldwin,Furniture,Central,2256.23
Lillian Davis,Furniture,West,557.32
Lillian Day,Furniture,East,653.19
Lillian Day,Office Supplies,East,55.48
Lillian Day,Technology,East,9138.94
Lillian Fischer,Furniture,West,4319.87
Lillian Fischer,Office Supplies,West,1135.39
Lillian Fischer,Technology,West,5605.27
Lillian George,Office Supplies,South,20.77
Lillian Henson,Furniture,East,113.98
Linda Blake,Office Supplies,East,4795.53
Linda Blake,Technology,East,261.56
Linda Faulkner,Office Supplies,Central,208.18
Linda Franklin,Office Supplies,West,48.59
Linda Franklin,Technology,West,18
Linda Gates,Furniture,Central,104.3
Linda Peacock,Technology,South,211.98
Linda Waters,Office Supplies,East,286.59
Linda Weiss,Furniture,West,1358.78
Linda Weiss,Office Supplies,West,828.94
Linda Weiss,Technology,West,6297.95
Lindsay Hoffman,Furniture,Central,859.22
Lindsay Hoffman,Office Supplies,Central,888.26
Lindsay Link,Technology,East,66.32
Lindsay McGuire,Furniture,East,1442.42
Lindsay McGuire,Office Supplies,East,347.13
Lindsay McGuire,Technology,East,326.89
Lindsay O'Connell,Office Supplies,Central,762.38
Lindsay O'Connell,Technology,Central,4605.96
Lindsay P Ashley,Furniture,West,5679.59
Lindsay P Ashley,Office Supplies,West,1412.37
Lindsay P Ashley,Technology,West,1359.41
Lindsay Shepherd,Furniture,West,3664.71
Lindsay Shepherd,Office Supplies,West,111.23
Lindsay Shepherd,Technology,West,519.3
Lindsay Tate,Office Supplies,Central,1142.52
Lindsay Webb,Office Supplies,Central,280.51
Lindsay York,Office Supplies,West,539.43
Lindsay Zhou,Furniture,West,741.45
Lindsay Zhou,Office Supplies,West,1004.98
Lindsay Zhou,Technology,West,1106.2
Lisa Branch,Furniture,Central,8.86
Lisa Branch,Office Supplies,Central,1327.69
Lisa Branch,Technology,Central,161.48
Lisa Humphrey Yu,Furniture,East,1549.86
Lisa Humphrey Yu,Technology,East,582.57
Lisa Kim,Office Supplies,South,297.64
Lisa Kim,Technology,South,2013.28
Lisa Roberson,Furniture,South,163.23
Lisa Roberson,Office Supplies,South,65.32
Lisa Roberson,Technology,South,72.77
Lloyd Bland,Office Supplies,West,142.83
Lloyd Cannon,Office Supplies,East,627.19
Lloyd Cannon,Technology,East,94.04
Lloyd Dickson,Office Supplies,Central,962.61
Lloyd Dolan,Office Supplies,Central,331.37
Lloyd Fuller,Office Supplies,South,7179.92
Lloyd Levin,Furniture,South,1373.47
Lloyd Levin,Office Supplies,South,467.96
Lloyd Levin,Technology,South,882.94
Lloyd Norris,Office Supplies,Central,164.71
Lloyd Rich,Technology,East,371.39
Lloyd Spencer,Office Supplies,East,72.83
Lois Barnett,Office Supplies,East,2677.07
Lois Bloom,Office Supplies,East,92.27
Lois Hamilton,Furniture,East,2441.27
Lois Hansen,Furniture,East,129.48
Lois Hansen,Office Supplies,East,3757.03
Lois Hansen,Technology,East,8216.28
Lois Rowland,Furniture,West,2283.78
Lois Rowland,Technology,West,46.67
Lori Crowell,Furniture,South,90.14
Lori Crowell,Office Supplies,South,321.52
Lori Hirsch,Furniture,East,450.04
Lori Wolfe,Furniture,South,48.25
Lori Wolfe,Office Supplies,South,324.55
Lorraine Boykin,Furniture,East,8.83
Lorraine Boykin,Office Supplies,East,3908.06
Lorraine C Wooten,Office Supplies,East,85.72
Lorraine Houston,Furniture,East,1794.27
Lorraine Kelly,Furniture,West,129.57
Lorraine Kelly,Technology,West,1175.1
Lorraine Lamb,Furniture,Central,189.94
Lorraine Lamb,Office Supplies,Central,41.76
Lorraine Lamb,Technology,Central,765.09
Lorraine O'Donnell,Office Supplies,East,673.36
Louis Adkins,Technology,East,168.53
Louis Parrish,Furniture,East,11367.49
Louis Parrish,Office Supplies,East,17132.89
Louis Parrish,Technology,East,4393.04
Louis Riddle,Office Supplies,East,468.56
Louis Wells,Furniture,East,4275.64
Louis Wells,Office Supplies,East,356.07
Louis Wells,Technology,East,2498.91
Louise Powell Dillon,Technology,East,2359.25
Louise Webster Sharma,Office Supplies,South,53.34
Louise Webster Sharma,Technology,South,3965.05
Lucille Buchanan,Furniture,East,144.03
Lucille Buchanan,Office Supplies,East,285.11
Lucille Buchanan,Technology,East,2494.58
Lucille Franklin,Office Supplies,East,37.92
Lucille Gibbons,Office Supplies,East,2559.37
Lucille Gibbons,Technology,East,3296.63
Lucille McGee,Furniture,East,568.18
Lucille McGee,Office Supplies,East,1957.23
Lucille Rankin,Office Supplies,East,8.3
Lucille Zhao,Office Supplies,Central,115.36
Lucy Arthur,Furniture,Central,1963.93
Lucy Arthur,Office Supplies,Central,459.14
Lucy Levine,Office Supplies,South,146.46
Lucy Levine,Technology,South,579.99
Lucy Pennington,Furniture,Central,382.23
Luis Henry,Office Supplies,East,111.88
Luis Kerr,Furniture,West,3527.82
Luis Kerr,Technology,West,4698.21
Luis Lang Rowe,Furniture,Central,2077.9
Luis Lang Rowe,Office Supplies,Central,1635.21
Luis Lang Rowe,Technology,Central,247.13
Lynda Banks,Furniture,Central,1054.38
Lynda Banks,Office Supplies,Central,151.71
Lynda Herman,Office Supplies,West,656.75
Lynda Herman,Technology,West,514.38
Lynda K Porter,Furniture,East,305.84
Lynda Martinez,Office Supplies,West,219.48
Lynda Rosenthal,Office Supplies,Central,816.41
Lynda Rosenthal,Technology,Central,42.99
Lynn Bell,Furniture,East,432.44
Lynn Epstein,Furniture,East,111.86
Lynn Hines,Furniture,East,9.23
Lynn Hines,Office Supplies,East,3118.1
Lynn Hines,Technology,East,431.45
Lynn Morrow,Furniture,South,461.69
Lynn Morrow,Office Supplies,South,4
Lynn Morrow,Technology,South,1652.64
Lynn Moss,Furniture,West,2110.94
Lynn Moss,Office Supplies,West,1410.42
Lynn O'Donnell,Furniture,Central,19.67
Lynn O'Donnell,Office Supplies,Central,39.8
Lynn O'Donnell,Technology,Central,911.78
Lynn Payne,Furniture,South,1452.18
Lynn Payne,Office Supplies,South,108.8
Lynn Payne,Technology,South,13896.29
Lynne Griffith,Furniture,East,2949.44
Lynne Griffith,Office Supplies,East,99.75
Lynne Griffith,Technology,East,253.55
Lynne Pace,Office Supplies,Central,906.91
Lynne Pace,Technology,Central,508.36
Lynne Reid,Furniture,East,60.33
Lynne Reid,Office Supplies,East,2970.4
Lynne Reid,Technology,East,2641.38
Lynne Wilcox,Furniture,South,1343.22
Lynne Wilcox,Technology,South,269.33
Malcolm Floyd,Furniture,Central,1440.53
Malcolm Floyd,Office Supplies,Central,340.66
Malcolm French,Office Supplies,East,42.02
Malcolm Hill,Office Supplies,East,746.05
Malcolm Kent,Office Supplies,East,88.59
Malcolm Robertson,Furniture,Central,2534.23
Malcolm S Lanier,Furniture,Central,3533.61
Malcolm S Lanier,Office Supplies,Central,336.66
Marc Bowles,Office Supplies,Central,855.99
Marc Bowles,Technology,Central,533.81
Marc Browning,Technology,South,466.85
Marc Cochran,Furniture,Central,75.32
Marc Hoover,Office Supplies,East,26.91
Marc McDaniel,Furniture,Central,7158.1
Marc McDaniel,Office Supplies,Central,1307.4
Marc McDaniel,Technology,Central,689.14
Marc Nash,Technology,East,1132.84
Marc Randall,Furniture,East,443.44
Marc Ray,Office Supplies,West,38.81
Marc Ray,Technology,West,143.57
Marc S Liu,Furniture,South,1818.27
Marc S Liu,Office Supplies,South,1696.72
Marc S Liu,Technology,South,277.11
Marc Shapiro,Furniture,South,173.5
Marc Simon,Office Supplies,East,643.68
Marc Simon,Technology,East,1772.54
Marcia Bernstein Horn,Office Supplies,East,600.07
Marcia Bullock,Office Supplies,East,363.8
Marcia Bullock,Technology,East,96.08
Marcia Feldman,Technology,South,1095.16
Marcia Greenberg,Furniture,West,1345.33
Marcia Greenberg,Office Supplies,West,235.23
Marcia Greenberg,Technology,West,10176.72
Marcus Berg,Technology,Central,442.97
Marcus Dunlap,Furniture,East,211.15
Marcus May,Office Supplies,Central,638.46
Margaret Olsen,Furniture,South,184.42
Margaret Olsen,Office Supplies,South,77.21
Margaret Olsen,Technology,South,1593.16
Margaret Rogers,Office Supplies,Central,112.88
Margaret Rogers,Technology,Central,6917.6
Marguerite Howell,Office Supplies,South,189.24
Marguerite Kane,Office Supplies,West,701.43
Marguerite Kane,Technology,West,170.67
Marguerite Moss,Office Supplies,East,64.4
Marguerite Norton,Furniture,Central,5789.06
Marguerite Norton,Office Supplies,Central,30.64
Marguerite Norton,Technology,Central,10954.88
Marguerite Reed,Office Supplies,South,453.7
Marguerite Rodgers,Office Supplies,East,480.64
Marguerite Rodgers,Technology,East,2629.58
Marguerite Yu,Furniture,Central,57.58
Marguerite Yu,Office Supplies,Central,4429.11
Marguerite Yu,Technology,Central,2730.34
Maria B Hanna,Furniture,Central,773.45
Maria B Hanna,Office Supplies,Central,471.99
Maria B Hanna,Technology,Central,159.02
Maria Block,Office Supplies,West,73.01
Maria Jackson,Office Supplies,South,438
Maria Jackson,Technology,South,2498.87
Maria O'Donnell Kessler,Office Supplies,East,848.25
Maria Russell,Office Supplies,Central,712.67
Maria Russell,Technology,Central,3226.14
Maria Thomas,Furniture,East,143.63
Marian Alexander,Office Supplies,East,5350.6
Marian Alexander,Technology,East,732.46
Marian Anthony,Furniture,South,1219.72
Marian Anthony,Office Supplies,South,4433.41
Marian B Lyons,Furniture,East,3028.25
Marian Bryant,Furniture,Central,3719.68
Marian Bryant,Office Supplies,Central,118.06
Marian Bryant,Technology,Central,2268.65
Marian Godwin,Office Supplies,West,333.93
Marian Godwin,Technology,West,1860.26
Marian Willis,Office Supplies,Central,5929.72
Marian Willis,Technology,Central,1906.34
Marianne Carey,Furniture,Central,636.14
Marianne Carey,Office Supplies,Central,47.9
Marianne Carey,Technology,Central,1925.81
Marianne Cochran,Furniture,Central,905.82
Marianne Cochran,Office Supplies,Central,875.65
Marianne Connor,Furniture,West,190.9
Marianne Connor,Office Supplies,West,268.86
Marianne Connor,Technology,West,764.66
Marianne Goldstein,Office Supplies,South,33.53
Marianne Goldstein,Technology,South,93.82
Marianne Kane,Furniture,East,4854.32
Marianne Sutton,Furniture,East,1476.16
Marianne Weiner Ennis,Furniture,West,23.9
Marianne Weiner Ennis,Office Supplies,West,119.75
Marianne Weiner Ennis,Technology,West,527.97
